2.661844478939123,4.392317422778761
10.9.97.10,0.005628517823639775,7.47302922203802,6.0
10.9.97.25,0.014071294559099437,6.151101127150658,15.0
10.9.97.2,0.010318949343339587,6.598560104121878,11.0
10.9.97.5,0.0075046904315197,7.057991722759176,8.0
10.9.97.14,0.014071294559099437,6.151101127150658,15.0
10.9.97.16,0.01594746716697936,5.970528881508836,17.0
10.9.97.19,0.07879924953095685,3.6656742999804157,84.0
10.9.97.8,0.008442776735459663,6.888066721316863,9.0
10.9.97.23,0.012195121951219513,6.357552004618085,13.0
169.254.211.97,0.00375234521575985,8.057991722759176,4.0
10.9.97.9,0.027204502814258912,5.200010727631604,29.0
10.9.97.203,0.28424015009380865,1.8148177392862248,303.0
10.9.97.12,0.0028142589118198874,8.47302922203802,3.0
10.9.97.205,0.001876172607879925,9.057991722759176,2.0
10.9.97.207,0.0225140712945591,5.47302922203802,24.0
10.9.97.18,0.0075046904315197,7.057991722759176,8.0
10.9.97.253,0.010318949343339587,6.598560104121878,11.0
10.9.97.21,0.025328330206378986,5.303104220595708,27.0
0.0.0.0,0.014071294559099437,6.151101127150658,15.0
10.9.97.254,0.41932457786116323,1.253860701575858,447.0
10.9.97.4,0.014071294559099437,6.151101127150658,15.0
