0.199535565593,2.32192809489
Broadcast,IP,0.0129,6.27648512413,129
Unicast,ARP,0.001,9.96578428466,10
Unicast,IP,0.9762,0.0347513431558,9762
Unicast,IPv6,0.0069,7.17918792277,69
Broadcast,ARP,0.003,8.38082178394,30
