1.26853669213,2.32192809489
Broadcast,IP,0.0966,3.37183300071,966
Unicast,ARP,0.0044,7.82828076091,44
Unicast,IP,0.724,0.465938397579,7240
Unicast,IPv6,0.1369,2.86880564829,1369
Broadcast,ARP,0.0377,4.72929166628,377
