0.827521705857,2.80735492206
Broadcast,IP,0.019,5.71785677122,190
Unicast,IP,0.8609,0.216082427396,8609
Unicast,ARP,0.0016,9.28771237955,16
Unicast,Raw,0.0026,8.58727266141,26
Unicast,LLC,0.0809,3.62771648712,809
Unicast,IPv6,0.0225,5.47393118833,225
Broadcast,ARP,0.0125,6.32192809489,125
